gene_symbol	moi
TCAP	BIALLELIC, autosomal or pseudoautosomal
TCAP	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TCAP	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TKT	BIALLELIC, autosomal or pseudoautosomal
TLR8	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
TRAPPC2	X-LINKED: hemizygous mutation in males, biallelic mutations in females
TRHR	BIALLELIC, autosomal or pseudoautosomal
TSPAN7	X-LINKED: hemizygous mutation in males, biallelic mutations in females
TULP1	BIALLELIC, autosomal or pseudoautosomal
USP27X	X-LINKED: hemizygous mutation in males, biallelic mutations in females
UVSSA	BIALLELIC, autosomal or pseudoautosomal
VPS35	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VPS51	BIALLELIC, autosomal or pseudoautosomal
WDR11	BIALLELIC, autosomal or pseudoautosomal
WDR91	BIALLELIC, autosomal or pseudoautosomal
WNT4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
YWHAE	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
YWHAE	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZNF668	BIALLELIC, autosomal or pseudoautosomal
ZNRF3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ZNRF3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ARHGAP35	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ARHGAP35	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CAV3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CAV3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CEP76	BIALLELIC, autosomal or pseudoautosomal
CHD1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CHD1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CYP24A1	BIALLELIC, autosomal or pseudoautosomal
EEF2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
EEF2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EPHX1	BIALLELIC, autosomal or pseudoautosomal
EPHX1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
EPHX1	Unknown
GABBR1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GABBR1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GUCY2D	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
HIST1H4J	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HIST1H4J	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HNRNPA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HNRNPA1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HNRNPD	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HNRNPD	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
IMPDH1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
IQSEC1	BIALLELIC, autosomal or pseudoautosomal
JAM2	BIALLELIC, autosomal or pseudoautosomal
KCNJ13	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
LAMA5	BIALLELIC, autosomal or pseudoautosomal
LINGO1	BIALLELIC, autosomal or pseudoautosomal
MARS	BIALLELIC, autosomal or pseudoautosomal
MARS	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MMGT1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
NCAPG2	BIALLELIC, autosomal or pseudoautosomal
NLGN4X	X-LINKED: hemizygous mutation in males, biallelic mutations in females
NLGN4X	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
PDE6H	BIALLELIC, autosomal or pseudoautosomal
PDIA6	BIALLELIC, autosomal or pseudoautosomal
PHF12	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PHF12	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
POLH	BIALLELIC, autosomal or pseudoautosomal
PRKCSH	BIALLELIC, autosomal or pseudoautosomal
PRKCSH	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PRKCSH	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RAB14	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RAB14	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RD3	BIALLELIC, autosomal or pseudoautosomal
RDH12	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ROBO2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ROBO2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RPL15	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RPL15	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SCNN1A	BIALLELIC, autosomal or pseudoautosomal
SCNN1A	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SEC63	BIALLELIC, autosomal or pseudoautosomal
SEC63	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SEC63	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SPATA7	BIALLELIC, autosomal or pseudoautosomal
SPINK5	BIALLELIC, autosomal or pseudoautosomal
TM2D3	BIALLELIC, autosomal or pseudoautosomal
TMEM17	BIALLELIC, autosomal or pseudoautosomal
TNFRSF11A	BIALLELIC, autosomal or pseudoautosomal
TNFRSF11A	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TOP2B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TOP2B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TOP2B	MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)
TOPORS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TSHZ3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TSHZ3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TUB	BIALLELIC, autosomal or pseudoautosomal
ZBTB11	BIALLELIC, autosomal or pseudoautosomal
ZNF148	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZPR1	BIALLELIC, autosomal or pseudoautosomal
ADAMTS13	BIALLELIC, autosomal or pseudoautosomal
ADAMTS9	BIALLELIC, autosomal or pseudoautosomal
ANGPT2	BIALLELIC, autosomal or pseudoautosomal
ANGPT2	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
ANKRD26	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ATP2A1	BIALLELIC, autosomal or pseudoautosomal
ATP6V0A4	BIALLELIC, autosomal or pseudoautosomal
AXIN1	BIALLELIC, autosomal or pseudoautosomal
AXIN1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
BEST1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
BEST1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
BLOC1S5	BIALLELIC, autosomal or pseudoautosomal
BLOC1S5	Unknown
CAV1	BIALLELIC, autosomal or pseudoautosomal
CAV1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CAV1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CDKN2A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CDKN2A	Other - please specifiy in evaluation comments
CELSR1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CYP2R1	BIALLELIC, autosomal or pseudoautosomal
DNAAF1	BIALLELIC, autosomal or pseudoautosomal
DNAAF2	BIALLELIC, autosomal or pseudoautosomal
DNAH11	BIALLELIC, autosomal or pseudoautosomal
DNAI1	BIALLELIC, autosomal or pseudoautosomal
DNAI2	BIALLELIC, autosomal or pseudoautosomal
DNAJB2	BIALLELIC, autosomal or pseudoautosomal
DNAL1	BIALLELIC, autosomal or pseudoautosomal
DRC1	BIALLELIC, autosomal or pseudoautosomal
DVL2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DYSF	BIALLELIC, autosomal or pseudoautosomal
EFEMP1	BIALLELIC, autosomal or pseudoautosomal
EFEMP1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EN1	BIALLELIC, autosomal or pseudoautosomal
FGF23	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FGF23	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FNIP1	BIALLELIC, autosomal or pseudoautosomal
FRMD4A	BIALLELIC, autosomal or pseudoautosomal
FZD4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GPI	BIALLELIC, autosomal or pseudoautosomal
GSN	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
GSN	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HOXB1	BIALLELIC, autosomal or pseudoautosomal
IKZF1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
IKZF1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
IKZF2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
IKZF2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
JAK1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNH2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNJ5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
LIPN	BIALLELIC, autosomal or pseudoautosomal
MATR3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MATR3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MYOC	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MYOC	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MYSM1	BIALLELIC, autosomal or pseudoautosomal
NPM1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NPM1	Unknown
PDX1	BIALLELIC, autosomal or pseudoautosomal
PLCG2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PLEKHG5	BIALLELIC, autosomal or pseudoautosomal
PROM1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PROM1	Unknown
PSMB9	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PSMB9	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RSPH4A	BIALLELIC, autosomal or pseudoautosomal
RSPH9	BIALLELIC, autosomal or pseudoautosomal
SENP7	BIALLELIC, autosomal or pseudoautosomal
SH3BP2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SH3BP2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SHROOM3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SHROOM3	Unknown
SIX6	BIALLELIC, autosomal or pseudoautosomal
SIX6	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SLC24A1	BIALLELIC, autosomal or pseudoautosomal
SLC9A1	BIALLELIC, autosomal or pseudoautosomal
SLC9A3	BIALLELIC, autosomal or pseudoautosomal
SLC9A3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SMAD6	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SMAD6	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SNAPIN	BIALLELIC, autosomal or pseudoautosomal
STK4	BIALLELIC, autosomal or pseudoautosomal
STX5	BIALLELIC, autosomal or pseudoautosomal
STXBP3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TBL1X	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
TJP2	BIALLELIC, autosomal or pseudoautosomal
TJP2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TLL1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TLL1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TNFRSF11B	BIALLELIC, autosomal or pseudoautosomal
TNFRSF13B	BIALLELIC, autosomal or pseudoautosomal
TNFRSF13B	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TNFSF11	BIALLELIC, autosomal or pseudoautosomal
TP53	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TP53	Other
TRPV3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TULP3	BIALLELIC, autosomal or pseudoautosomal
VAPB	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VIM	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VWA1	BIALLELIC, autosomal or pseudoautosomal
ABCA4	BIALLELIC, autosomal or pseudoautosomal
ACD	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
ACD	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ADAM9	BIALLELIC, autosomal or pseudoautosomal
AHR	BIALLELIC, autosomal or pseudoautosomal
ALG5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ALG5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ALK	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ALK	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ARPC5	BIALLELIC, autosomal or pseudoautosomal
ATL3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATL3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
B2M	BIALLELIC, autosomal or pseudoautosomal
B2M	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
BANF1	BIALLELIC, autosomal or pseudoautosomal
BMPR2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
C14ORF80	BIALLELIC, autosomal or pseudoautosomal
C1QTNF5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
C2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
C2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CABP4	BIALLELIC, autosomal or pseudoautosomal
CACNA2D4	BIALLELIC, autosomal or pseudoautosomal
CARD14	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CARD14	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CASQ1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CASQ1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CASQ2	BIALLELIC, autosomal or pseudoautosomal
CBLB	BIALLELIC, autosomal or pseudoautosomal
CBLB	Other - please specifiy in evaluation comments
CD2AP	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CDHR1	BIALLELIC, autosomal or pseudoautosomal
CEP19	BIALLELIC, autosomal or pseudoautosomal
CERKL	BIALLELIC, autosomal or pseudoautosomal
CFHR1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CFHR2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CFHR3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CLCN1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CLCN1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CNGA1	BIALLELIC, autosomal or pseudoautosomal
CNGA3	BIALLELIC, autosomal or pseudoautosomal
CNGB1	BIALLELIC, autosomal or pseudoautosomal
CNNM4	BIALLELIC, autosomal or pseudoautosomal
COL27A1	BIALLELIC, autosomal or pseudoautosomal
COX16	BIALLELIC, autosomal or pseudoautosomal
CYP19A1	BIALLELIC, autosomal or pseudoautosomal
CYP19A1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CYP26B1	BIALLELIC, autosomal or pseudoautosomal
CYP27B1	BIALLELIC, autosomal or pseudoautosomal
CYP4V2	BIALLELIC, autosomal or pseudoautosomal
DGAT1	BIALLELIC, autosomal or pseudoautosomal
DICER1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DICER1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DIP2C	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DIP2C	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DLX3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DNAJB6	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DNAJB6	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DSE	BIALLELIC, autosomal or pseudoautosomal
EDAR	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
EDAR	Unknown
EDN1	BIALLELIC, autosomal or pseudoautosomal
EDN1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
EGFR	BIALLELIC, autosomal or pseudoautosomal
EIF3B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
EIF3B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ELMO2	BIALLELIC, autosomal or pseudoautosomal
EXOSC5	BIALLELIC, autosomal or pseudoautosomal
EYS	BIALLELIC, autosomal or pseudoautosomal
FAAP100	BIALLELIC, autosomal or pseudoautosomal
FEZF1	BIALLELIC, autosomal or pseudoautosomal
FGF16	X-LINKED: hemizygous mutation in males, biallelic mutations in females
FGF9	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FGF9	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FLCN	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FUS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FZD5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FZD5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GFRA1	BIALLELIC, autosomal or pseudoautosomal
GFRA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GNA14	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GNAT1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
GNAT2	BIALLELIC, autosomal or pseudoautosomal
GNB3	BIALLELIC, autosomal or pseudoautosomal
GTPBP1	BIALLELIC, autosomal or pseudoautosomal
GUCA1A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GUCA1B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HCN4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HCN4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
IFT57	BIALLELIC, autosomal or pseudoautosomal
IGFBP7	BIALLELIC, autosomal or pseudoautosomal
IL10	BIALLELIC, autosomal or pseudoautosomal
IMPG2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
IQCE	BIALLELIC, autosomal or pseudoautosomal
IRF1	BIALLELIC, autosomal or pseudoautosomal
IRF1	Unknown
IRF4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
IRF4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ISL1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ISL1	Unknown
ITM2B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ITM2B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
JPH1	BIALLELIC, autosomal or pseudoautosomal
KCNV2	BIALLELIC, autosomal or pseudoautosomal
KIAA0825	BIALLELIC, autosomal or pseudoautosomal
KPNA3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KPNA3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KRT74	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LAMA3	BIALLELIC, autosomal or pseudoautosomal
LAMB3	BIALLELIC, autosomal or pseudoautosomal
LAMC2	BIALLELIC, autosomal or pseudoautosomal
LAT	BIALLELIC, autosomal or pseudoautosomal
LEMD2	BIALLELIC, autosomal or pseudoautosomal
LEMD2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LINC01081	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LINC01082	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LMOD1	BIALLELIC, autosomal or pseudoautosomal
LYZ	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
LYZ	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MAK	BIALLELIC, autosomal or pseudoautosomal
MAMLD1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
MBTPS1	BIALLELIC, autosomal or pseudoautosomal
MCIDAS	BIALLELIC, autosomal or pseudoautosomal
MCM4	BIALLELIC, autosomal or pseudoautosomal
MERTK	BIALLELIC, autosomal or pseudoautosomal
MIA3	BIALLELIC, autosomal or pseudoautosomal
MLPH	BIALLELIC, autosomal or pseudoautosomal
MMP2	BIALLELIC, autosomal or pseudoautosomal
MPL	BIALLELIC, autosomal or pseudoautosomal
MYD88	BIALLELIC, autosomal or pseudoautosomal
MYOT	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MYOT	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NCF4	BIALLELIC, autosomal or pseudoautosomal
NEFH	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NOD2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
NOD2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NOS1AP	BIALLELIC, autosomal or pseudoautosomal
NOS1AP	Unknown
NR2E3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
NR6A1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NRL	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
